1774099504.7313762,138400.75
1774099504.760942,138404.5
1774099504.7909389,138391.0
1774099504.818841,138431.25
1774099504.847372,138388.0
1774099504.881109,138438.75
1774099504.908448,138415.75
1774099504.926686,138400.0
1774099504.956722,138389.5
1774099504.986279,138380.25
1774099505.0305102,138402.0
1774099505.045438,109710.0
1774099505.0617101,101521.25
1774099505.09102,101273.75
1774099505.119303,101148.0
1774099505.163433,101062.5
1774099505.1808882,100931.5
1774099505.211929,100904.0
1774099505.254563,100882.75
1774099505.255011,100827.25
1774099505.284516,100774.5
1774099505.3132532,100746.75
1774099505.346751,100696.75
1774099505.373348,100653.5
1774099505.402409,100663.0
1774099505.43242,115833.5
1774099505.462955,111767.75
1774099505.478505,128922.25
1774099505.5081978,138428.5
1774099505.552767,138425.25
1774099505.568374,138430.0
1774099505.599165,138409.75
1774099505.6293812,138430.75
1774099505.6591659,138415.0
1774099505.676745,138424.75
1774099505.718501,138430.0
1774099505.7350268,138420.5
1774099505.765167,138404.5
1774099505.797195,138420.0
1774099505.826035,138420.25
1774099505.853559,138428.75
1774099505.898027,138415.25
1774099505.9004219,131645.25
1774099505.928391,114600.75
1774099505.958401,101760.75
1774099505.987556,101232.0
1774099506.0177238,101182.75
1774099506.0787468,101023.25
1774099506.080221,100964.0
1774099506.095904,100878.25
1774099506.12608,100837.5
1774099506.156228,100794.0
1774099506.187145,100783.5
1774099506.220153,100749.25
1774099506.2434309,100703.25
1774099506.272265,100715.5
1774099506.290754,100667.25
1774099506.333138,100634.0
1774099506.351129,100673.0
1774099506.3817558,127734.5
1774099506.411886,116707.25
1774099506.4414878,138418.25
1774099506.4703581,138436.25
1774099506.5599282,138420.25
1774099506.56076,138440.25
1774099506.561246,136981.0
1774099506.576044,138417.75
1774099506.606207,138146.0
1774099506.636344,138430.25
1774099506.666146,135654.75
1774099506.69731,138437.0
1774099506.72561,138398.75
1774099506.741465,138419.75
1774099506.769312,138424.5
1774099506.799146,131334.5
1774099506.831027,122323.25
1774099506.8587,109317.75
1774099506.887786,100869.25
1774099506.9481862,100703.5
1774099506.9492722,100660.0
1774099506.978154,100615.0
1774099507.00819,100579.5
1774099507.024381,100534.25
1774099507.0527968,100535.25
1774099507.082614,100507.25
1774099507.115904,100458.0
1774099507.128892,100439.0
1774099507.1579032,100408.25
1774099507.203073,100390.25
1774099507.2185018,100383.0
1774099507.247585,100389.0
1774099507.2776508,118985.5
1774099507.307531,110421.75
1774099507.337567,136839.5
1774099507.3534248,138434.25
1774099507.382451,138336.75
1774099507.413343,138427.5
1774099507.442576,138431.75
1774099507.4726248,138436.5
1774099507.502827,138418.75
1774099507.5324988,138440.5
1774099507.5485702,138443.0
1774099507.577622,138432.5
1774099507.6082282,138423.25
1774099507.637613,138451.0
1774099507.667995,138434.25
1774099507.697876,138434.25
1774099507.743146,124792.5
1774099507.7587562,111279.0
1774099507.773658,101081.25
1774099507.8331149,100763.25
1774099507.834294,100781.0
1774099507.8638,100690.25
1774099507.908878,100646.25
1774099507.926406,100602.5
1774099507.9569988,100572.5
1774099507.971885,100573.25
1774099507.99901,100568.5
1774099508.0294342,100523.75
1774099508.072907,100513.0
1774099508.088532,100482.75
1774099508.118043,100469.5
1774099508.147512,100448.0
1774099508.177957,100457.25
1774099508.1937568,122944.0
1774099508.222524,102750.25
1774099508.25267,138431.25
1774099508.282816,138452.0
1774099508.3138392,137216.25
1774099508.343392,138443.0
1774099508.372673,134975.5
1774099508.388822,138163.0
1774099508.433089,138443.25
1774099508.44855,138464.5
1774099508.477845,138420.5
1774099508.5082061,138420.25
1774099508.538474,138425.5
1774099508.567796,138440.75
1774099508.614481,138442.0
1774099508.615354,138432.5
1774099508.643018,131317.25
1774099508.673825,100787.75
1774099508.703616,100384.5
1774099508.732862,100357.0
1774099508.763506,100263.5
1774099508.7930229,100324.75
1774099508.808792,100357.25
1774099508.838558,100370.75
1774099508.867724,100389.75
1774099508.89779,100364.0
1774099508.929419,100352.75
1774099508.9617028,100309.5
1774099508.9913862,100254.75
1774099509.0221162,100178.75
1774099509.036046,100117.0
1774099509.0635011,100001.5
1774099509.0930402,99949.75
1774099509.123167,100279.5
1774099509.152711,102001.5
1774099509.182434,138429.5
1774099509.212855,135195.5
1774099509.229054,138438.25
1774099509.2581959,138436.0
1774099509.2881112,138424.0
1774099509.317587,138456.0
1774099509.3476522,138446.75
1774099509.377812,138440.5
1774099509.408038,138413.25
1774099509.437804,138449.0
1774099509.453722,138433.5
1774099509.491176,138437.5
1774099509.5137541,116630.5
